date,region,product,revenue
2025-02-19,West,Basalt,583.01
2025-02-19,West,Basalt,351.99
2025-02-19,North,Delta,668.24
2025-02-20,West,Cirrus,1301
2025-02-20,East,Fathom,666.58
2025-02-21,North,Aurora,422.36
2025-02-21,North,Delta,573.25
2025-02-22,East,Ember,229.37
2025-02-22,North,Fathom,415.23
2025-02-23,South,Cirrus,812.65
2025-02-24,West,Delta,137.69
2025-02-24,East,Cirrus,455.47
2025-02-24,East,Delta,446
2025-02-24,North,Cirrus,1045.89
2025-02-25,East,Ember,249.28
2025-02-27,North,Aurora,593.66
2025-03-01,West,Delta,167.86
2025-03-01,West,Delta,200.52
2025-03-01,East,Cirrus,409.49
2025-03-01,East,Fathom,927.4
2025-03-02,North,Aurora,354.67
2025-03-03,West,Delta,200.13
2025-03-04,West,Delta,216.75
2025-03-04,East,Fathom,688.19
2025-03-04,North,Delta,828.12
2025-03-04,South,Basalt,443.41
2025-03-05,West,Ember,656.35
2025-03-05,West,Fathom,649.63
2025-03-05,South,Ember,120.39
2025-03-06,West,Delta,175.77
2025-03-06,South,Aurora,456.05
2025-03-06,South,Ember,98.33
2025-03-07,East,Basalt,473.1
2025-03-07,East,Cirrus,334.33
2025-03-08,East,Delta,521.83
2025-03-08,North,Fathom,288.18
2025-03-09,East,Basalt,475.94
2025-03-09,South,Ember,133.3
2025-03-09,South,Fathom,223.5
2025-03-10,West,Delta,206.93
2025-03-10,South,Basalt,357.55
2025-03-11,East,Fathom,872.56
2025-03-11,South,Fathom,261.19
2025-03-12,West,Aurora,480.64
2025-03-12,North,Basalt,480.25
2025-03-13,East,Aurora,112.6
2025-03-14,South,Aurora,421.15
2025-03-14,South,Cirrus,599.71
2025-03-15,West,Aurora,497.05
2025-03-15,West,Basalt,379.51
2025-03-15,East,Ember,247.57
2025-03-16,East,Basalt,578.18
2025-03-16,East,Cirrus,511.17
2025-03-16,South,Basalt,349.73
2025-03-16,South,Delta,593.58
2025-03-17,West,Cirrus,1390.88
2025-03-17,North,Fathom,427.07
2025-03-18,East,Cirrus,397.83
2025-03-18,East,Ember,277.94
2025-03-20,West,Fathom,577.79
2025-03-20,North,Ember,639.65
2025-03-20,South,Cirrus,911.21
2025-03-21,East,Aurora,95.36
2025-03-23,North,Aurora,370.07
2025-03-23,North,Ember,680.43
2025-03-24,North,Fathom,264.48
2025-03-25,East,Basalt,575.85
2025-03-25,East,Ember,264.9
2025-03-26,West,Basalt,327.35
2025-03-26,North,Fathom,363.13
2025-03-26,South,Ember,117.1
2025-03-27,West,Basalt,512.02
2025-03-27,West,Cirrus,1084.27
2025-03-28,East,Basalt,429.38
2025-03-28,North,Ember,610.24
2025-03-29,West,Aurora,523.56
2025-03-29,West,Basalt,555.06
2025-03-29,West,Fathom,816.5
2025-03-29,East,Delta,398.27
2025-03-30,East,Ember,272.74
2025-03-30,South,Basalt,262.48
2025-03-30,South,Fathom,297.49
2025-03-30,South,Fathom,240.16
2025-03-31,East,Aurora,149.3
2025-04-01,North,Cirrus,1047.43
2025-04-01,North,Delta,596
2025-04-01,South,Basalt,279.77
2025-04-02,West,Ember,522.98
2025-04-03,North,Ember,919.96
2025-04-03,North,Ember,605.67
2025-04-04,East,Fathom,1088.15
2025-04-04,North,Aurora,290.8
2025-04-04,North,Fathom,659.66
2025-04-05,East,Aurora,201.11
2025-04-05,North,Cirrus,647.72
2025-04-05,South,Aurora,190.17
2025-04-06,East,Delta,495.42
2025-04-06,South,Basalt,692.42
2025-04-07,West,Aurora,571.76
2025-04-07,West,Delta,163.86
2025-04-08,South,Cirrus,544.81
2025-04-08,South,Fathom,236.93
2025-04-09,North,Delta,435.61
2025-04-10,South,Delta,303.37
2025-04-11,West,Aurora,428.64
2025-04-11,West,Basalt,682.35
2025-04-11,West,Fathom,613.06
2025-04-11,North,Basalt,301.65
2025-04-11,North,Fathom,519.88
2025-04-12,South,Aurora,295.54
2025-04-13,East,Basalt,516.53
2025-04-14,East,Cirrus,708.51
2025-04-14,East,Delta,459.73
2025-04-14,East,Delta,500.17
2025-04-15,South,Cirrus,379
2025-04-17,West,Aurora,368.81
2025-04-17,East,Cirrus,677.57
2025-04-18,West,Basalt,622.14
2025-04-18,West,Basalt,720.72
2025-04-18,West,Cirrus,641.45
2025-04-19,West,Aurora,624.25
2025-04-19,East,Basalt,306.55
2025-04-21,West,Delta,119.73
2025-04-21,East,Ember,469.38
2025-04-21,East,Fathom,974.89
2025-04-21,North,Aurora,240.31
2025-04-21,South,Fathom,305.22
2025-04-22,East,Ember,327.88
2025-04-24,South,Aurora,317.77
2025-04-25,West,Delta,170.93
2025-04-28,West,Cirrus,821.72
2025-04-28,West,Fathom,805.26
2025-04-28,East,Basalt,482.03
2025-04-29,North,Basalt,334.46
2025-04-30,West,Fathom,774.65
2025-05-01,South,Delta,396.97
2025-05-02,East,Aurora,269.13
2025-05-02,North,Ember,797.34
2025-05-03,West,Basalt,445.55
2025-05-03,West,Delta,157.73
2025-05-04,West,Ember,317.76
2025-05-04,East,Aurora,162.92
2025-05-04,South,Fathom,191.08
2025-05-05,East,Fathom,1308.59
2025-05-07,South,Cirrus,549.69
2025-05-07,South,Ember,326.04
2025-05-08,East,Ember,516.1
2025-05-08,North,Fathom,703.1
2025-05-08,South,Ember,364.75
2025-05-09,North,Aurora,292.93
2025-05-09,North,Basalt,306.35
2025-05-10,North,Delta,637.26
2025-05-10,South,Delta,389.47
2025-05-11,North,Aurora,282.94
2025-05-11,North,Delta,673.4
2025-05-11,South,Delta,449.26
2025-05-12,North,Aurora,270.12
2025-05-12,South,Basalt,676.1
2025-05-12,South,Cirrus,395.58
2025-05-12,South,Fathom,258.17
2025-05-14,East,Cirrus,555.87
2025-05-14,East,Ember,305.88
2025-05-14,South,Delta,385.83
2025-05-15,West,Basalt,522.12
2025-05-15,East,Cirrus,800.77
2025-05-15,North,Ember,947.62
2025-05-16,East,Basalt,449.42
2025-05-16,East,Fathom,1375.72
2025-05-16,South,Fathom,234.85
2025-05-17,North,Basalt,381.24
2025-05-17,South,Delta,365.94
2025-05-18,West,Ember,387.83
2025-05-18,East,Basalt,449.11
2025-05-19,East,Basalt,373.15
2025-05-19,North,Cirrus,992.48
2025-05-19,North,Cirrus,571.63
2025-05-19,South,Cirrus,474.24
2025-05-20,South,Ember,357.17
2025-05-21,South,Fathom,206.25
2025-05-22,West,Basalt,635.6
2025-05-22,West,Ember,457.4
2025-05-22,West,Ember,335.71
2025-05-22,South,Fathom,192.72
2025-05-23,East,Ember,456
2025-05-23,South,Aurora,277.32
2025-05-23,South,Basalt,614.66
2025-05-24,West,Fathom,752.03
2025-05-24,East,Aurora,193.46
2025-05-26,East,Basalt,389.17
2025-05-26,North,Fathom,667.63
2025-05-26,South,Basalt,441.93
2025-05-27,West,Basalt,415.13
2025-05-27,East,Cirrus,762.79
2025-05-27,East,Delta,389.46
2025-05-27,South,Ember,281.04
2025-05-28,East,Basalt,289.48
2025-05-28,South,Fathom,337.12
2025-05-29,West,Aurora,581.56
2025-05-29,North,Delta,683.78
2025-05-29,South,Aurora,238.51
2025-05-30,North,Cirrus,872.58
2025-05-30,South,Aurora,216.41
2025-05-31,North,Aurora,202.03
2025-05-31,North,Delta,447.22
2025-05-31,South,Cirrus,441.85
2025-06-01,West,Basalt,728.46
2025-06-02,East,Delta,441.75
2025-06-04,East,Delta,372.89
2025-06-04,South,Ember,221.09
2025-06-05,East,Delta,357.79
2025-06-05,North,Basalt,315.18
2025-06-06,South,Cirrus,483.74
2025-06-08,West,Delta,101.08
2025-06-08,North,Aurora,235.09
2025-06-09,West,Delta,117.62
2025-06-09,West,Delta,169.35
2025-06-09,East,Fathom,1017
2025-06-11,North,Cirrus,911.01
2025-06-12,North,Delta,599.42
2025-06-13,East,Aurora,198.59
2025-06-14,West,Cirrus,948.97
2025-06-14,South,Cirrus,533.82
2025-06-15,South,Delta,291.29
2025-06-15,South,Fathom,243.06
2025-06-16,South,Basalt,572.76
2025-06-17,East,Ember,454.24
2025-06-17,North,Aurora,310.96
2025-06-18,West,Ember,549.77
2025-06-18,West,Fathom,721.04
2025-06-18,East,Basalt,284.26
2025-06-19,West,Aurora,462.53
2025-06-19,West,Cirrus,917.93
2025-06-19,North,Ember,1018.13
2025-06-19,South,Delta,310.4
2025-06-20,West,Ember,320.69
2025-06-20,South,Fathom,183.3
2025-06-22,North,Delta,617.31
2025-06-24,West,Aurora,394.53
2025-06-24,West,Fathom,665.57
2025-06-24,North,Basalt,254.42
2025-06-25,West,Ember,545.88
2025-06-25,East,Aurora,270.56
2025-06-25,East,Basalt,284.44
2025-06-26,West,Delta,109.17
2025-06-27,West,Aurora,617.09
2025-06-27,West,Ember,514.97
2025-06-27,East,Basalt,286.89
2025-06-27,North,Basalt,425.66
2025-06-27,North,Cirrus,629.83
2025-06-27,North,Delta,514.47
2025-06-28,West,Cirrus,568.73
2025-06-28,West,Delta,158.81
2025-06-28,North,Aurora,252.45
2025-06-29,West,Fathom,671.25
2025-06-29,East,Basalt,334.07
2025-06-29,South,Ember,317.8
2025-06-30,West,Delta,110.62
2025-06-30,South,Cirrus,440.02
2025-07-01,North,Fathom,640.51
2025-07-01,South,Aurora,307.18
2025-07-01,South,Ember,204.79
2025-07-02,North,Basalt,298.4
2025-07-02,North,Ember,368.19
2025-07-03,West,Aurora,753.79
2025-07-03,West,Basalt,652.28
2025-07-03,South,Ember,542.01
2025-07-03,South,Fathom,311.44
2025-07-04,West,Delta,192.56
2025-07-04,South,Fathom,390.52
2025-07-05,South,Basalt,327.54
2025-07-06,West,Aurora,831.45
2025-07-06,North,Basalt,252.06
2025-07-06,South,Ember,337.86
2025-07-07,East,Cirrus,441.06
2025-07-09,North,Basalt,271.23
2025-07-10,East,Aurora,194.73
2025-07-10,North,Basalt,313.94
2025-07-11,East,Cirrus,459.52
2025-07-11,East,Delta,673.11
2025-07-12,East,Ember,562.37
2025-07-12,East,Fathom,901.5
2025-07-13,North,Basalt,339.78
2025-07-13,North,Ember,473.69
2025-07-13,South,Fathom,419.54
2025-07-14,West,Aurora,778.08
2025-07-15,North,Cirrus,640.97
2025-07-15,South,Cirrus,666.47
2025-07-16,South,Ember,502.65
2025-07-18,North,Cirrus,637.12
2025-07-18,North,Delta,660.85
2025-07-19,South,Aurora,253.11
2025-07-20,West,Ember,662.01
2025-07-21,East,Aurora,251.41
2025-07-21,South,Aurora,285.55
2025-07-21,South,Cirrus,606.27
2025-07-22,West,Fathom,648.74
2025-07-22,North,Ember,505.14
2025-07-22,South,Delta,468.57
2025-07-23,East,Basalt,1306.32
2025-07-24,West,Delta,164.04
2025-07-25,South,Basalt,399.64
2025-07-26,West,Cirrus,585.7
2025-07-27,West,Ember,581.81
2025-07-28,West,Basalt,925.91
2025-07-28,West,Delta,196.03
2025-07-28,East,Aurora,219.03
2025-07-28,South,Fathom,306.14
2025-07-29,North,Aurora,419.84
2025-07-29,South,Ember,357.48
2025-07-30,East,Aurora,177.48
2025-07-31,West,Delta,131.5
2025-07-31,East,Basalt,1277.25
2025-07-31,South,Fathom,249.67
2025-08-01,West,Basalt,912.89
2025-08-02,South,Basalt,541.64
2025-08-02,South,Basalt,579
2025-08-03,East,Cirrus,315.64
2025-08-03,North,Aurora,286.9
2025-08-03,North,Delta,625.84
2025-08-04,North,Aurora,421.84
2025-08-04,North,Cirrus,698.29
2025-08-04,South,Fathom,436.33
2025-08-05,West,Fathom,794.8
2025-08-05,East,Aurora,258.21
2025-08-05,East,Fathom,823.1
2025-08-06,West,Basalt,701.32
2025-08-07,East,Basalt,853.23
2025-08-07,North,Basalt,380.92
2025-08-07,North,Fathom,580.47
2025-08-09,East,Cirrus,442.15
2025-08-09,North,Aurora,400.59
2025-08-10,East,Cirrus,459.88
2025-08-10,East,Delta,960.94
2025-08-10,North,Ember,449.49
2025-08-11,West,Basalt,668.01
2025-08-11,East,Basalt,772.97
2025-08-12,East,Ember,455.53
2025-08-12,North,Ember,425.3
2025-08-12,South,Delta,377.06
2025-08-13,West,Aurora,775.39
2025-08-13,West,Ember,737.41
2025-08-13,North,Delta,620.13
2025-08-13,South,Delta,491.58
2025-08-14,East,Fathom,551.89
2025-08-14,North,Delta,432.19
2025-08-14,North,Delta,505.71
2025-08-14,North,Ember,579.32
2025-08-15,West,Cirrus,415.51
2025-08-15,South,Basalt,368.05
2025-08-16,East,Cirrus,440.05
2025-08-16,North,Basalt,338.06
2025-08-16,North,Ember,637.71
2025-08-18,West,Delta,152.37
2025-08-18,West,Delta,198.48
2025-08-18,East,Delta,956.85
2025-08-18,East,Fathom,519.43
2025-08-19,North,Cirrus,776.98
2025-08-20,West,Ember,516.79
2025-08-20,East,Cirrus,382.81
2025-08-21,West,Cirrus,519.33
2025-08-21,South,Cirrus,792.16
2025-08-21,South,Delta,617.51
2025-08-23,East,Ember,537.55
2025-08-23,North,Delta,725.39
2025-08-23,South,Aurora,170.95
2025-08-24,West,Cirrus,534.47
2025-08-24,East,Basalt,1255.79
2025-08-24,North,Fathom,433.08
2025-08-24,South,Basalt,508.36
2025-08-25,West,Basalt,765.47
2025-08-25,West,Cirrus,533.31
2025-08-25,West,Delta,158.64
2025-08-26,North,Aurora,289.17
2025-08-26,South,Ember,467.83
2025-08-27,East,Ember,493.26
2025-08-29,South,Delta,412.16
2025-08-31,East,Ember,584.99
2025-08-31,North,Fathom,739.4
2025-09-01,West,Fathom,970.9
2025-09-02,North,Basalt,268.92
2025-09-03,West,Fathom,553.15
2025-09-03,North,Ember,461.05
2025-09-03,South,Aurora,258.5
2025-09-04,East,Cirrus,419.13
2025-09-06,West,Delta,154.43
2025-09-06,North,Cirrus,734.28
2025-09-06,South,Fathom,385.13
2025-09-08,West,Ember,624.69
2025-09-08,South,Aurora,222.71
2025-09-09,East,Aurora,218.14
2025-09-09,South,Ember,396.43
2025-09-10,West,Ember,747.74
2025-09-10,North,Aurora,407.78
2025-09-11,West,Cirrus,499.25
2025-09-11,North,Aurora,279.79
2025-09-12,North,Delta,601.02
2025-09-14,West,Aurora,662.58
2025-09-14,North,Delta,467.89
2025-09-15,North,Fathom,650.86
2025-09-16,North,Fathom,486.16
2025-09-16,South,Cirrus,1096.43
2025-09-17,West,Fathom,685.91
2025-09-17,East,Delta,765.93
2025-09-17,North,Cirrus,538.25
2025-09-17,South,Cirrus,966.91
2025-09-18,West,Ember,482.76
2025-09-18,South,Basalt,503.96
2025-09-19,East,Fathom,528.36
2025-09-19,East,Fathom,579.33
2025-09-20,East,Fathom,840.89
2025-09-20,South,Aurora,278.66
2025-09-20,South,Aurora,246.26
2025-09-21,East,Cirrus,494.83
2025-09-21,North,Cirrus,634.48
2025-09-25,South,Delta,395.54
2025-09-26,South,Ember,529.73
2025-09-26,South,Fathom,335.16
2025-09-27,West,Fathom,824.98
2025-09-29,East,Fathom,624.12
2025-10-01,West,Basalt,548.38
2025-10-01,South,Fathom,380.86
2025-10-02,West,Delta,166.83
2025-10-02,South,Basalt,371.43
2025-10-02,South,Delta,647.45
2025-10-03,West,Aurora,308.38
2025-10-03,West,Aurora,362.43
2025-10-03,North,Cirrus,596.52
2025-10-03,North,Cirrus,906.73
2025-10-03,South,Delta,864.37
2025-10-04,West,Aurora,448.8
2025-10-04,West,Fathom,904.59
2025-10-04,North,Delta,501.02
2025-10-04,South,Aurora,227.2
2025-10-05,West,Basalt,747.23
2025-10-05,West,Delta,152.14
2025-10-05,West,Ember,733.84
2025-10-05,South,Ember,860.05
2025-10-06,East,Delta,417.75
2025-10-06,North,Fathom,461.84
2025-10-07,East,Ember,445.46
2025-10-08,West,Ember,556.08
2025-10-08,East,Basalt,990.44
2025-10-09,East,Basalt,579.49
2025-10-10,West,Aurora,450.98
2025-10-10,West,Ember,421.59
2025-10-10,North,Ember,429.23
2025-10-11,West,Basalt,674.04
2025-10-11,East,Basalt,578.92
2025-10-12,East,Aurora,191.84
2025-10-14,East,Basalt,855.23
2025-10-14,East,Delta,446.22
2025-10-14,South,Aurora,187.92
2025-10-15,East,Aurora,210.15
2025-10-15,North,Fathom,460.66
2025-10-17,East,Cirrus,294.67
2025-10-19,West,Delta,181.66
2025-10-19,East,Fathom,751.14
2025-10-19,North,Aurora,334.55
2025-10-19,North,Delta,356.21
2025-10-19,South,Aurora,255.87
2025-10-20,East,Cirrus,290.37
2025-10-20,North,Delta,559.27
2025-10-21,West,Aurora,380.89
2025-10-21,East,Basalt,899.38
2025-10-22,South,Delta,842.39
2025-10-23,North,Fathom,496.39
2025-10-25,South,Fathom,361.15
2025-10-26,West,Cirrus,426.8
2025-10-26,East,Ember,462.51
2025-10-27,West,Aurora,403.97
2025-10-27,South,Aurora,191.25
2025-10-27,South,Fathom,346.81
2025-10-28,North,Ember,375.67
2025-10-30,East,Delta,508.22
2025-10-30,East,Fathom,771.84
2025-10-30,North,Delta,402.09
2025-10-30,South,Basalt,539.5
2025-11-03,South,Ember,908.32
2025-11-04,North,Ember,424.59
2025-11-05,East,Cirrus,417.34
2025-11-05,North,Cirrus,731
2025-11-06,East,Fathom,739.57
2025-11-06,South,Cirrus,946.09
2025-11-07,West,Fathom,769.11
2025-11-07,East,Cirrus,272.1
2025-11-07,East,Fathom,883.55
2025-11-08,East,Delta,489.38
2025-11-08,South,Cirrus,578.58
2025-11-08,South,Fathom,255.53
2025-11-09,West,Ember,727.71
2025-11-09,East,Aurora,149.7
2025-11-09,East,Basalt,749.18
2025-11-09,East,Delta,479.04
2025-11-09,North,Basalt,420.45
2025-11-10,West,Basalt,436.25
2025-11-10,West,Delta,192.31
2025-11-11,East,Ember,750.9
2025-11-12,East,Delta,321.6
2025-11-12,North,Delta,386.12
2025-11-12,North,Ember,450.96
2025-11-12,South,Aurora,258.91
2025-11-12,South,Aurora,186.18
2025-11-13,East,Aurora,167.01
2025-11-13,East,Cirrus,257.94
2025-11-14,North,Aurora,345.53
2025-11-14,North,Delta,509.93
2025-11-15,North,Fathom,456.83
2025-11-15,South,Basalt,309.42
2025-11-15,South,Fathom,368.1
2025-11-16,West,Ember,429.79
2025-11-16,South,Ember,741.21
2025-11-16,South,Fathom,231.35
2025-11-16,South,Fathom,361.74
2025-11-18,East,Cirrus,400.32
2025-11-19,West,Cirrus,300.07
2025-11-19,North,Delta,336.65
2025-11-20,North,Aurora,378.05
2025-11-22,West,Aurora,304.54
2025-11-23,East,Cirrus,381.32
2025-11-23,South,Basalt,506.91
2025-11-24,West,Aurora,369.75
2025-11-24,East,Aurora,137.4
2025-11-24,North,Delta,518.76
2025-11-25,East,Aurora,186.3
2025-11-25,East,Cirrus,391.22
2025-11-26,West,Basalt,584.99
2025-11-26,East,Basalt,980.11
2025-11-27,West,Aurora,339.78
2025-11-27,South,Fathom,238.97
2025-11-28,West,Basalt,483.8
2025-11-28,North,Basalt,541.25
2025-11-30,West,Delta,182.24
2025-12-03,West,Delta,164.58
2025-12-03,West,Delta,121.23
2025-12-03,West,Ember,583.86
2025-12-04,North,Ember,342.28
2025-12-05,West,Cirrus,286.71
2025-12-07,West,Cirrus,280.04
2025-12-07,East,Cirrus,303.09
2025-12-07,East,Delta,325.27
2025-12-08,West,Ember,634.02
2025-12-08,West,Fathom,1029.81
2025-12-08,North,Delta,349.09
2025-12-08,South,Aurora,236.35
2025-12-09,East,Fathom,615.91
2025-12-09,North,Aurora,381.79
2025-12-09,North,Ember,574.8
2025-12-10,North,Aurora,333
2025-12-10,South,Basalt,450.44
2025-12-10,South,Cirrus,788.34
2025-12-10,South,Fathom,298.38
2025-12-11,North,Aurora,370.96
2025-12-12,East,Delta,515.13
2025-12-13,West,Basalt,434.55
2025-12-13,South,Delta,752.62
2025-12-14,West,Fathom,1035.4
2025-12-14,North,Aurora,358.05
2025-12-15,North,Cirrus,619.14
2025-12-15,South,Ember,1019.8
2025-12-16,East,Aurora,204.07
2025-12-16,North,Basalt,371.54
2025-12-16,North,Cirrus,549.71
2025-12-17,West,Aurora,252.23
2025-12-17,West,Delta,199.58
2025-12-17,North,Cirrus,932.28
2025-12-17,South,Basalt,453.27
2025-12-18,West,Basalt,572.48
2025-12-18,East,Ember,625.51
2025-12-18,North,Ember,475.62
2025-12-18,South,Cirrus,632.1
2025-12-19,East,Cirrus,279.23
2025-12-19,East,Fathom,740.96
2025-12-19,North,Ember,497.88
2025-12-20,West,Cirrus,293.16
2025-12-20,East,Fathom,761.48
2025-12-20,South,Basalt,380.38
2025-12-21,West,Fathom,1056.35
2025-12-21,North,Ember,498.5
2025-12-21,South,Ember,876.83
2025-12-22,South,Aurora,216.87
2025-12-23,North,Delta,381.14
2025-12-24,North,Basalt,406.46
2025-12-25,North,Fathom,556.38
2025-12-26,East,Cirrus,411.13
2025-12-27,East,Aurora,169.46
2025-12-27,South,Basalt,568.19
2025-12-27,South,Ember,950.78
2025-12-28,West,Ember,496.08
2025-12-28,North,Basalt,536.18
2025-12-28,South,Fathom,249.4
2025-12-29,South,Cirrus,781.44
2025-12-30,West,Fathom,965.14
2025-12-30,East,Fathom,960.39
2025-12-30,North,Fathom,403.74
2025-12-30,South,Cirrus,977.08
